text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",POSITIVE,POSITIVE,0.9999,0.9999,0.0001,True
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",POSITIVE,POSITIVE,0.999,0.999,0.001,True
"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",POSITIVE,POSITIVE,0.9993,0.9993,0.0007,True
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,POSITIVE,POSITIVE,0.9999,0.9999,0.0001,True
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",POSITIVE,POSITIVE,0.9998,0.9998,0.0002,True
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",POSITIVE,POSITIVE,0.9935,0.9935,0.0065,True
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",POSITIVE,POSITIVE,0.9919,0.9919,0.0081,True
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",POSITIVE,NEGATIVE,0.9995,0.0005,0.9995,False
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,POSITIVE,NEGATIVE,0.913,0.087,0.913,False
"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",POSITIVE,POSITIVE,0.85,0.85,0.15,True
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",POSITIVE,POSITIVE,0.9997,0.9997,0.0003,True
The company said it estimates to make a slight profit thanks to cost-cutting measures .,POSITIVE,NEGATIVE,0.9843,0.0157,0.9843,False
"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",POSITIVE,POSITIVE,0.9481,0.9481,0.0519,True
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",POSITIVE,POSITIVE,0.9835,0.9835,0.0165,True
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",POSITIVE,POSITIVE,0.9958,0.9958,0.0042,True
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",POSITIVE,POSITIVE,0.9975,0.9975,0.0025,True
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",POSITIVE,NEGATIVE,0.9922,0.0078,0.9922,False
The court found TelecomInvest 's arguments convincing .,POSITIVE,POSITIVE,0.9911,0.9911,0.0089,True
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,POSITIVE,POSITIVE,0.999,0.999,0.001,True
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",NEGATIVE,NEGATIVE,0.9996,0.0004,0.9996,True
The first ship has been delayed and is estimated to be completed in spring 2010 .,NEGATIVE,NEGATIVE,0.9925,0.0075,0.9925,True
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",NEGATIVE,NEGATIVE,0.9974,0.0026,0.9974,True
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,NEGATIVE,NEGATIVE,0.9939,0.0061,0.9939,True
"`` Adjustment to the fall in price level , in contrast , has been less effective .",NEGATIVE,NEGATIVE,0.9992,0.0008,0.9992,True
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,NEGATIVE,NEGATIVE,0.9995,0.0005,0.9995,True
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",POSITIVE,NEGATIVE,0.9924,0.0076,0.9924,False
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",POSITIVE,NEGATIVE,0.9896,0.0104,0.9896,False
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,NEGATIVE,NEGATIVE,0.9989,0.0011,0.9989,True
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",POSITIVE,NEGATIVE,0.9987,0.0013,0.9987,False
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",NEGATIVE,NEGATIVE,0.9959,0.0041,0.9959,True
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,NEGATIVE,NEGATIVE,0.9965,0.0035,0.9965,True
The total need for staff cuts corresponds to about 300 man-years .,NEGATIVE,NEGATIVE,0.9979,0.0021,0.9979,True
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,NEGATIVE,NEGATIVE,0.9992,0.0008,0.9992,True
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",NEGATIVE,NEGATIVE,0.9993,0.0007,0.9993,True
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,NEGATIVE,NEGATIVE,0.9932,0.0068,0.9932,True
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,NEGATIVE,NEGATIVE,0.9998,0.0002,0.9998,True
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",NEGATIVE,NEGATIVE,0.9994,0.0006,0.9994,True
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",NEGATIVE,NEGATIVE,0.9984,0.0016,0.9984,True
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",NEGATIVE,NEGATIVE,0.9988,0.0012,0.9988,True
Altogether Finnair has canceled over 500 flights because of the strike .,NEGATIVE,NEGATIVE,0.9989,0.0011,0.9989,True
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",NEGATIVE,NEGATIVE,0.9931,0.0069,0.9931,True
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",NEGATIVE,NEGATIVE,0.9997,0.0003,0.9997,True
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",NEGATIVE,NEGATIVE,0.9931,0.0069,0.9931,True
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",POSITIVE,POSITIVE,0.9983,0.9983,0.0017,True
Finnair was able to operate most of its leisure flights despite the strike .,POSITIVE,POSITIVE,0.9964,0.9964,0.0036,True
Small investors have voiced fears that the shares will end up with risk investors .,NEGATIVE,NEGATIVE,0.987,0.013,0.987,True
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",NEGATIVE,NEGATIVE,0.9983,0.0017,0.9983,True
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",POSITIVE,POSITIVE,0.9241,0.9241,0.0759,True
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",NEGATIVE,NEGATIVE,0.9854,0.0146,0.9854,True
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",NEGATIVE,NEGATIVE,0.9802,0.0198,0.9802,True
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",NEGATIVE,NEGATIVE,0.9866,0.0134,0.9866,True
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",NEGATIVE,NEGATIVE,0.9871,0.0129,0.9871,True
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",NEGATIVE,NEGATIVE,0.9872,0.0128,0.9872,True
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",NEGATIVE,NEGATIVE,0.9962,0.0038,0.9962,True
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",NEGATIVE,NEGATIVE,0.9867,0.0133,0.9867,True
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",NEGATIVE,NEGATIVE,0.9893,0.0107,0.9893,True
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",NEGATIVE,NEGATIVE,0.9862,0.0138,0.9862,True
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",NEGATIVE,NEGATIVE,0.9765,0.0235,0.9765,True
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",POSITIVE,NEGATIVE,0.9974,0.0026,0.9974,False
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",NEGATIVE,NEGATIVE,0.9989,0.0011,0.9989,True
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",NEGATIVE,NEGATIVE,0.9991,0.0009,0.9991,True
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",NEGATIVE,NEGATIVE,0.999,0.001,0.999,True
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",NEGATIVE,NEGATIVE,0.9973,0.0027,0.9973,True
